,x,y,comment_class,active_district
125,37.589311,55.734272999999995,-1,0
127,37.566431,55.731793999999994,-1,0
128,37.589311,55.734272999999995,-1,0
130,37.566431,55.731793999999994,-1,0
131,37.589311,55.734272999999995,-1,0
133,37.566431,55.731793999999994,-1,0
134,37.589311,55.734272999999995,-1,0
136,37.566431,55.731793999999994,-1,0
137,37.557511,55.729863,-1,0
139,37.557745000000004,55.730674,-1,0
140,37.564078,55.734272999999995,-1,0
141,37.566431,55.731793999999994,-1,0
144,37.590973,55.75953199999999,-1,0
145,37.591952,55.760109,-1,0
147,37.603783,55.78696600000001,-1,0
149,37.566431,55.731793999999994,-1,0
150,37.557745000000004,55.730674,-1,0
151,37.589311,55.734272999999995,1,0
152,37.566431,55.731793999999994,1,0
153,37.566431,55.731793999999994,-1,0
154,37.566431,55.731793999999994,-1,0
155,37.597396,55.766704000000004,-1,0
156,37.596713,55.765944,-1,0
157,37.596641999999996,55.766162,-1,0
158,37.566431,55.731793999999994,-1,0
160,37.55964,55.768831000000006,-1,0
161,37.589311,55.734272999999995,-1,0
162,37.589311,55.734272999999995,-1,0
163,37.566431,55.731793999999994,-1,0
164,37.589311,55.734272999999995,-1,0
166,37.566431,55.731793999999994,-1,0
168,37.589311,55.734272999999995,-1,0
169,37.566431,55.731793999999994,-1,0
170,37.566431,55.731793999999994,1,0
172,37.589311,55.734272999999995,1,0
173,37.589311,55.734272999999995,-1,0
175,37.566431,55.731793999999994,-1,0
176,37.588916,55.74198199999999,-1,0
177,37.589311,55.734272999999995,-1,0
179,37.566431,55.731793999999994,-1,0
180,37.566431,55.731793999999994,-1,0
182,37.589311,55.734272999999995,-1,0
184,37.589311,55.734272999999995,-1,0
185,37.566431,55.731793999999994,-1,0
186,37.566431,55.731793999999994,-1,0
188,37.589311,55.734272999999995,-1,0
189,37.589311,55.734272999999995,1,0
191,37.566431,55.731793999999994,1,0
192,37.589311,55.734272999999995,-1,0
194,37.566431,55.731793999999994,-1,0
196,37.589311,55.734272999999995,1,0
197,37.566431,55.731793999999994,1,0
198,37.566431,55.731793999999994,-1,0
200,37.589311,55.734272999999995,-1,0
201,37.589311,55.734272999999995,1,0
203,37.566431,55.731793999999994,1,0
204,37.566431,55.731793999999994,-1,0
207,37.589311,55.734272999999995,-1,0
208,37.589311,55.734272999999995,-1,0
210,37.566431,55.731793999999994,-1,0
211,37.566431,55.731793999999994,-1,0
214,37.589311,55.734272999999995,-1,0
215,37.589311,55.734272999999995,-1,0
217,37.566431,55.731793999999994,-1,0
218,37.589311,55.734272999999995,-1,0
220,37.566431,55.731793999999994,-1,0
221,37.566431,55.731793999999994,1,0
223,37.589311,55.734272999999995,1,0
224,37.589311,55.734272999999995,-1,0
225,37.566431,55.731793999999994,-1,0
226,37.589311,55.734272999999995,1,0
228,37.566431,55.731793999999994,1,0
229,37.566431,55.731793999999994,-1,0
231,37.589311,55.734272999999995,-1,0
232,37.589311,55.734272999999995,-1,0
234,37.566431,55.731793999999994,-1,0
235,37.589311,55.734272999999995,-1,0
236,37.589311,55.734272999999995,-1,0
238,37.566431,55.731793999999994,-1,0
239,37.566431,55.731793999999994,-1,0
241,37.589311,55.734272999999995,-1,0
242,37.589311,55.734272999999995,1,0
244,37.566431,55.731793999999994,1,0
245,37.566431,55.731793999999994,1,0
247,37.589311,55.734272999999995,1,0
248,37.589311,55.734272999999995,-1,0
250,37.566431,55.731793999999994,-1,0
251,37.589311,55.734272999999995,1,0
253,37.566431,55.731793999999994,1,0
254,37.589311,55.734272999999995,1,0
256,37.566431,55.731793999999994,1,0
257,37.566431,55.731793999999994,1,0
259,37.589311,55.734272999999995,1,0
260,37.589311,55.734272999999995,-1,0
262,37.566431,55.731793999999994,-1,0
263,37.589311,55.734272999999995,-1,0
265,37.566431,55.731793999999994,-1,0
266,37.589311,55.734272999999995,-1,0
268,37.566431,55.731793999999994,-1,0
269,37.601034000000006,55.761359999999996,-1,0
270,37.601034000000006,55.761359999999996,-1,0
271,37.595034000000005,55.762637,-1,0
272,37.589311,55.734272999999995,1,0
274,37.566431,55.731793999999994,1,0
275,37.589311,55.734272999999995,-1,0
277,37.566431,55.731793999999994,-1,0
278,37.566431,55.731793999999994,1,0
280,37.589311,55.734272999999995,1,0
281,37.566431,55.731793999999994,1,0
283,37.589311,55.734272999999995,1,0
284,37.589311,55.734272999999995,1,0
286,37.566431,55.731793999999994,1,0
287,37.566431,55.731793999999994,-1,0
289,37.589311,55.734272999999995,-1,0
290,37.589311,55.734272999999995,-1,0
292,37.566431,55.731793999999994,-1,0
293,37.589311,55.734272999999995,-1,0
295,37.566431,55.731793999999994,-1,0
296,37.589311,55.734272999999995,1,0
298,37.566431,55.731793999999994,1,0
299,37.589311,55.734272999999995,-1,0
301,37.566431,55.731793999999994,-1,0
302,37.570986,55.761680000000005,-1,0
303,37.585654999999996,55.737683999999994,-1,0
304,37.566431,55.731793999999994,-1,0
306,37.589311,55.734272999999995,-1,0
308,37.589311,55.734272999999995,-1,0
309,37.566431,55.731793999999994,-1,0
310,37.557745000000004,55.730674,-1,0
311,37.566431,55.731793999999994,-1,0
312,37.557745000000004,55.730674,1,0
314,37.566431,55.731793999999994,1,0
315,37.557745000000004,55.730674,-1,0
317,37.566431,55.731793999999994,-1,0
319,37.589311,55.734272999999995,1,0
320,37.566431,55.731793999999994,1,0
322,37.589311,55.734272999999995,-1,0
323,37.566431,55.731793999999994,-1,0
325,37.589311,55.734272999999995,-1,0
326,37.566431,55.731793999999994,-1,0
328,37.566431,55.731793999999994,-1,0
329,37.557745000000004,55.730674,-1,0
331,37.566431,55.731793999999994,-1,0
332,37.589311,55.734272999999995,1,0
334,37.566431,55.731793999999994,1,0
335,37.589311,55.734272999999995,1,0
337,37.566431,55.731793999999994,1,0
338,37.589311,55.734272999999995,1,0
340,37.566431,55.731793999999994,1,0
342,37.566431,55.731793999999994,-1,0
344,37.566431,55.731793999999994,-1,0
346,37.589311,55.734272999999995,-1,0
347,37.566431,55.731793999999994,-1,0
349,37.589311,55.734272999999995,-1,0
350,37.566431,55.731793999999994,-1,0
352,37.589311,55.734272999999995,1,0
353,37.566431,55.731793999999994,1,0
355,37.589311,55.734272999999995,-1,0
356,37.566431,55.731793999999994,-1,0
357,37.589311,55.734272999999995,-1,0
359,37.566431,55.731793999999994,-1,0
360,37.589311,55.734272999999995,1,0
362,37.566431,55.731793999999994,1,0
364,37.589311,55.734272999999995,-1,0
365,37.566431,55.731793999999994,-1,0
367,37.589311,55.734272999999995,-1,0
368,37.566431,55.731793999999994,-1,0
369,37.589311,55.734272999999995,-1,0
371,37.566431,55.731793999999994,-1,0
372,37.589311,55.734272999999995,-1,0
374,37.566431,55.731793999999994,-1,0
376,37.589311,55.734272999999995,-1,0
377,37.566431,55.731793999999994,-1,0
378,37.697738,55.733548,-1,1
380,37.566431,55.731793999999994,-1,0
382,37.566431,55.731793999999994,-1,0
384,37.566431,55.731793999999994,1,0
385,37.589311,55.734272999999995,-1,0
387,37.566431,55.731793999999994,-1,0
388,37.589311,55.734272999999995,-1,0
390,37.566431,55.731793999999994,-1,0
391,37.589311,55.734272999999995,-1,0
393,37.566431,55.731793999999994,-1,0
394,37.589311,55.734272999999995,1,0
396,37.566431,55.731793999999994,1,0
397,37.589311,55.734272999999995,-1,0
399,37.566431,55.731793999999994,-1,0
400,37.589311,55.734272999999995,-1,0
402,37.566431,55.731793999999994,-1,0
403,37.580301,55.725737,-1,0
404,37.589311,55.734272999999995,-1,0
406,37.566431,55.731793999999994,-1,0
407,37.589311,55.734272999999995,-1,0
409,37.566431,55.731793999999994,-1,0
410,37.589311,55.734272999999995,-1,0
412,37.566431,55.731793999999994,-1,0
413,37.589311,55.734272999999995,1,0
415,37.566431,55.731793999999994,1,0
416,37.589311,55.734272999999995,1,0
418,37.566431,55.731793999999994,1,0
419,37.589311,55.734272999999995,1,0
421,37.566431,55.731793999999994,1,0
422,37.697738,55.733548,-1,1
423,37.580301,55.725737,-1,0
424,37.593255,55.733006,-1,0
425,37.595715999999996,55.734567000000006,-1,0
426,37.589311,55.734272999999995,-1,0
428,37.566431,55.731793999999994,-1,0
429,37.589311,55.734272999999995,-1,0
431,37.566431,55.731793999999994,-1,0
432,37.593956,55.733543000000004,-1,0
433,37.589311,55.734272999999995,-1,0
435,37.566431,55.731793999999994,-1,0
436,37.697738,55.733548,-1,1
437,37.697738,55.733548,-1,1
438,37.589311,55.734272999999995,-1,0
440,37.566431,55.731793999999994,-1,0
441,37.566431,55.731793999999994,-1,0
443,37.589311,55.734272999999995,-1,0
444,37.566431,55.731793999999994,-1,0
446,37.589311,55.734272999999995,-1,0
448,37.589311,55.734272999999995,-1,0
449,37.566431,55.731793999999994,-1,0
451,37.589311,55.734272999999995,-1,0
452,37.566431,55.731793999999994,-1,0
453,37.566431,55.731793999999994,-1,0
455,37.589311,55.734272999999995,-1,0
456,37.591952,55.760109,-1,0
457,37.58809,55.761092000000005,1,0
458,37.590973,55.75953199999999,1,0
459,37.590973,55.75953199999999,-1,0
460,37.588753999999994,55.76135,1,0
461,37.590973,55.75953199999999,1,0
462,37.566431,55.731793999999994,-1,0
464,37.589311,55.734272999999995,-1,0
465,37.589311,55.734272999999995,-1,0
467,37.566431,55.731793999999994,-1,0
468,37.697738,55.733548,-1,1
469,37.697738,55.733548,-1,1
470,37.566431,55.731793999999994,-1,0
472,37.589311,55.734272999999995,-1,0
473,37.566431,55.731793999999994,-1,0
475,37.589311,55.734272999999995,-1,0
476,37.566431,55.731793999999994,-1,0
478,37.589311,55.734272999999995,-1,0
479,37.566431,55.731793999999994,1,0
481,37.589311,55.734272999999995,1,0
483,37.589311,55.734272999999995,-1,0
484,37.566431,55.731793999999994,-1,0
485,37.566431,55.731793999999994,-1,0
487,37.589311,55.734272999999995,-1,0
488,37.589311,55.734272999999995,-1,0
490,37.566431,55.731793999999994,-1,0
492,37.589311,55.734272999999995,-1,0
493,37.566431,55.731793999999994,-1,0
494,37.587739,55.761117000000006,-1,0
495,37.590973,55.75953199999999,-1,0
496,37.596183,55.76289499999999,-1,0
497,37.590973,55.75953199999999,1,0
498,37.590973,55.75953199999999,1,0
499,37.55964,55.768831000000006,1,0
500,37.591952,55.760109,-1,0
501,37.591952,55.760109,-1,0
502,37.587739,55.761117000000006,-1,0
503,37.604079999999996,55.759917,1,0
504,37.590973,55.75953199999999,1,0
505,37.55964,55.768831000000006,1,0
508,37.558463,55.729564,1,0
509,37.560898,55.729442000000006,1,0
511,37.566431,55.731793999999994,1,0
512,37.589311,55.734272999999995,-1,0
514,37.566431,55.731793999999994,-1,0
515,37.589311,55.734272999999995,-1,0
517,37.566431,55.731793999999994,-1,0
518,37.589311,55.734272999999995,-1,0
520,37.566431,55.731793999999994,-1,0
521,37.589311,55.734272999999995,-1,0
523,37.566431,55.731793999999994,-1,0
524,37.589311,55.734272999999995,-1,0
526,37.566431,55.731793999999994,-1,0
528,37.566431,55.731793999999994,-1,0
530,37.566431,55.731793999999994,-1,0
531,37.589311,55.734272999999995,-1,0
533,37.566431,55.731793999999994,-1,0
534,37.589311,55.734272999999995,1,0
536,37.566431,55.731793999999994,1,0
537,37.589311,55.734272999999995,-1,0
539,37.566431,55.731793999999994,-1,0
540,37.589311,55.734272999999995,-1,0
542,37.566431,55.731793999999994,-1,0
543,37.589311,55.734272999999995,-1,0
545,37.558688000000004,55.728976,-1,0
546,37.557511,55.729863,-1,0
548,37.566431,55.731793999999994,-1,0
549,37.560493,55.730259,-1,0
551,37.566431,55.731793999999994,-1,0
552,37.566431,55.731793999999994,1,0
554,37.589311,55.734272999999995,1,0
555,37.566431,55.731793999999994,1,0
557,37.589311,55.734272999999995,1,0
558,37.566431,55.731793999999994,-1,0
560,37.589311,55.734272999999995,-1,0
561,37.566431,55.731793999999994,-1,0
563,37.589311,55.734272999999995,-1,0
564,37.566431,55.731793999999994,1,0
566,37.589311,55.734272999999995,1,0
567,37.566431,55.731793999999994,-1,0
569,37.589311,55.734272999999995,-1,0
571,37.566431,55.731793999999994,-1,0
573,37.566431,55.731793999999994,-1,0
574,37.589311,55.734272999999995,-1,0
576,37.566431,55.731793999999994,-1,0
577,37.566431,55.731793999999994,-1,0
579,37.589311,55.734272999999995,-1,0
580,37.566431,55.731793999999994,-1,0
582,37.589311,55.734272999999995,-1,0
583,37.566431,55.731793999999994,1,0
585,37.589311,55.734272999999995,1,0
586,37.566431,55.731793999999994,-1,0
588,37.589311,55.734272999999995,-1,0
589,37.589311,55.734272999999995,-1,0
590,37.566431,55.731793999999994,-1,0
592,37.589311,55.734272999999995,-1,0
593,37.566431,55.731793999999994,-1,0
595,37.589311,55.734272999999995,-1,0
596,37.566431,55.731793999999994,-1,0
598,37.589311,55.734272999999995,-1,0
599,37.697738,55.733548,1,1
600,37.593956,55.733543000000004,-1,0
601,37.566431,55.731793999999994,1,0
603,37.589311,55.734272999999995,1,0
604,37.566431,55.731793999999994,1,0
606,37.589311,55.734272999999995,1,0
607,37.566431,55.731793999999994,-1,0
609,37.589311,55.734272999999995,-1,0
610,37.566431,55.731793999999994,-1,0
612,37.589311,55.734272999999995,-1,0
613,37.589311,55.734272999999995,-1,0
614,37.589311,55.734272999999995,-1,0
615,37.561203000000006,55.770152,-1,0
616,37.622199,55.770461,-1,0
617,37.656290000000006,55.77072,-1,1
618,37.600945,55.766693999999994,-1,0
619,37.579645,55.726877,-1,0
620,37.579645,55.726877,-1,0
623,37.566431,55.731793999999994,-1,0
624,37.589311,55.734272999999995,-1,0
625,37.594522,55.744703,-1,0
626,37.566431,55.731793999999994,-1,0
628,37.589311,55.734272999999995,-1,0
629,37.566431,55.731793999999994,-1,0
631,37.589311,55.734272999999995,-1,0
632,37.566431,55.731793999999994,1,0
634,37.589311,55.734272999999995,1,0
635,37.566431,55.731793999999994,-1,0
637,37.589311,55.734272999999995,-1,0
638,37.566431,55.731793999999994,-1,0
640,37.589311,55.734272999999995,-1,0
641,37.566431,55.731793999999994,1,0
643,37.589311,55.734272999999995,1,0
644,37.589033,55.75948100000001,-1,0
645,37.590973,55.75953199999999,-1,0
646,37.590973,55.75953199999999,-1,0
647,37.593515000000004,55.759319,-1,0
648,37.590973,55.75953199999999,-1,0
649,37.676619,55.742808,-1,1
650,37.590973,55.75953199999999,-1,0
652,37.589311,55.734272999999995,-1,0
654,37.566431,55.731793999999994,-1,0
655,37.589311,55.734272999999995,1,0
657,37.566431,55.731793999999994,1,0
658,37.566431,55.731793999999994,1,0
660,37.589311,55.734272999999995,1,0
661,37.566431,55.731793999999994,-1,0
663,37.589311,55.734272999999995,-1,0
664,37.566431,55.731793999999994,1,0
666,37.589311,55.734272999999995,1,0
667,37.566431,55.731793999999994,1,0
669,37.589311,55.734272999999995,1,0
670,37.566431,55.731793999999994,-1,0
672,37.589311,55.734272999999995,-1,0
673,37.566431,55.731793999999994,1,0
675,37.589311,55.734272999999995,1,0
676,37.589311,55.734272999999995,-1,0
678,37.566431,55.731793999999994,-1,0
679,37.566431,55.731793999999994,1,0
681,37.589311,55.734272999999995,1,0
682,37.566431,55.731793999999994,-1,0
684,37.589311,55.734272999999995,-1,0
685,37.566431,55.731793999999994,-1,0
687,37.589311,55.734272999999995,-1,0
688,37.566431,55.731793999999994,-1,0
690,37.589311,55.734272999999995,-1,0
691,37.566431,55.731793999999994,-1,0
693,37.589311,55.734272999999995,-1,0
694,37.566431,55.731793999999994,-1,0
696,37.589311,55.734272999999995,-1,0
697,37.566431,55.731793999999994,-1,0
699,37.589311,55.734272999999995,-1,0
700,37.566431,55.731793999999994,1,0
702,37.589311,55.734272999999995,1,0
703,37.566431,55.731793999999994,-1,0
705,37.589311,55.734272999999995,-1,0
706,37.566431,55.731793999999994,-1,0
708,37.589311,55.734272999999995,-1,0
709,37.566431,55.731793999999994,-1,0
711,37.589311,55.734272999999995,-1,0
712,37.566431,55.731793999999994,1,0
714,37.589311,55.734272999999995,1,0
715,37.566431,55.731793999999994,1,0
717,37.589311,55.734272999999995,1,0
718,37.589311,55.734272999999995,-1,0
720,37.589311,55.734272999999995,-1,0
722,37.589311,55.734272999999995,-1,0
724,37.589311,55.734272999999995,1,0
726,37.589311,55.734272999999995,-1,0
728,37.589311,55.734272999999995,1,0
730,37.589311,55.734272999999995,1,0
732,37.589311,55.734272999999995,-1,0
734,37.589311,55.734272999999995,-1,0
736,37.589311,55.734272999999995,-1,0
738,37.589311,55.734272999999995,-1,0
740,37.589311,55.734272999999995,-1,0
742,37.566431,55.731793999999994,-1,0
745,37.566431,55.731793999999994,1,0
749,37.60752,55.780683999999994,1,0
750,37.605866999999996,55.785129000000005,1,0
751,37.60982,55.783356999999995,1,0
752,37.589311,55.734272999999995,-1,0
754,37.566431,55.731793999999994,-1,0
756,37.566431,55.731793999999994,-1,0
757,37.589311,55.734272999999995,1,0
759,37.566431,55.731793999999994,1,0
760,37.589311,55.734272999999995,1,0
762,37.566431,55.731793999999994,1,0
763,37.589311,55.734272999999995,-1,0
765,37.566431,55.731793999999994,-1,0
766,37.590282,55.741774,-1,0
767,37.590282,55.741774,1,0
768,37.590282,55.741774,1,0
769,37.589311,55.734272999999995,-1,0
771,37.566431,55.731793999999994,-1,0
772,37.589311,55.734272999999995,-1,0
774,37.566431,55.731793999999994,-1,0
775,37.589311,55.734272999999995,1,0
777,37.566431,55.731793999999994,1,0
778,37.589311,55.734272999999995,-1,0
780,37.566431,55.731793999999994,-1,0
781,37.589311,55.734272999999995,1,0
783,37.566431,55.731793999999994,1,0
784,37.589311,55.734272999999995,-1,0
786,37.566431,55.731793999999994,-1,0
787,37.589311,55.734272999999995,-1,0
789,37.566431,55.731793999999994,-1,0
790,37.589311,55.734272999999995,1,0
792,37.566431,55.731793999999994,1,0
793,37.589311,55.734272999999995,-1,0
795,37.566431,55.731793999999994,-1,0
796,37.668794,55.753296,-1,1
797,37.590973,55.75953199999999,-1,0
798,37.589311,55.734272999999995,-1,0
800,37.566431,55.731793999999994,-1,0
801,37.589311,55.734272999999995,-1,0
803,37.566431,55.731793999999994,-1,0
804,37.590973,55.75953199999999,-1,0
805,37.590973,55.75953199999999,-1,0
806,37.67281,55.737263,1,1
807,37.673618,55.738201000000004,1,1
808,37.670851,55.734516000000006,1,1
810,37.566431,55.731793999999994,-1,0
812,37.566431,55.731793999999994,-1,0
813,37.589311,55.734272999999995,1,0
815,37.589311,55.734272999999995,1,0
816,37.566431,55.731793999999994,1,0
818,37.589311,55.734272999999995,-1,0
819,37.566431,55.731793999999994,-1,0
821,37.589311,55.734272999999995,1,0
822,37.566431,55.731793999999994,1,0
823,37.545294,55.751968999999995,-1,0
824,37.613701,55.746527,-1,0
825,37.615183,55.745183999999995,-1,0
826,37.618552,55.747961,-1,0
827,37.617518,55.745134,-1,0
828,37.541942999999996,55.752501,-1,0
829,37.589311,55.734272999999995,-1,0
831,37.566431,55.731793999999994,-1,0
833,37.589311,55.734272999999995,-1,0
834,37.566431,55.731793999999994,-1,0
835,37.589311,55.734272999999995,1,0
837,37.566431,55.731793999999994,1,0
838,37.589482000000004,55.744389,-1,0
840,37.589311,55.734272999999995,-1,0
841,37.566431,55.731793999999994,-1,0
843,37.589311,55.734272999999995,1,0
844,37.566431,55.731793999999994,1,0
846,37.589311,55.734272999999995,-1,0
847,37.566431,55.731793999999994,-1,0
848,37.590282,55.741774,1,0
851,37.673277,55.740770999999995,-1,1
855,37.59807,55.76084399999999,-1,0
856,37.590973,55.75953199999999,-1,0
859,37.589311,55.734272999999995,-1,0
860,37.566431,55.731793999999994,-1,0
862,37.589311,55.734272999999995,-1,0
863,37.566431,55.731793999999994,-1,0
865,37.589311,55.734272999999995,-1,0
866,37.566431,55.731793999999994,-1,0
868,37.589311,55.734272999999995,-1,0
869,37.566431,55.731793999999994,-1,0
870,37.589311,55.734272999999995,-1,0
872,37.566431,55.731793999999994,-1,0
874,37.589311,55.734272999999995,-1,0
875,37.566431,55.731793999999994,-1,0
877,37.589311,55.734272999999995,-1,0
878,37.566431,55.731793999999994,-1,0
880,37.589311,55.734272999999995,-1,0
881,37.566431,55.731793999999994,-1,0
882,37.590282,55.741774,1,0
886,37.590973,55.75953199999999,-1,0
888,37.589311,55.734272999999995,-1,0
889,37.566431,55.731793999999994,-1,0
891,37.589311,55.734272999999995,-1,0
892,37.566431,55.731793999999994,-1,0
894,37.589311,55.734272999999995,-1,0
895,37.566431,55.731793999999994,-1,0
897,37.589311,55.734272999999995,-1,0
898,37.566431,55.731793999999994,-1,0
899,37.58809,55.761092000000005,-1,0
900,37.590973,55.75953199999999,-1,0
901,37.520455,55.759826000000004,1,0
902,37.670124,55.77115,1,1
903,37.641342,55.738186,-1,1
904,37.59083,55.733548,1,0
906,37.670268,55.775808,-1,1
911,37.624687,55.772482,-1,0
912,37.575163,55.76724599999999,-1,0
913,37.587694,55.756199,1,0
914,37.576807,55.742478000000006,-1,0
915,37.606325,55.759907,1,0
917,37.604556,55.740249,-1,0
918,37.589311,55.734272999999995,-1,0
920,37.566431,55.731793999999994,-1,0
921,37.589311,55.734272999999995,1,0
922,37.566431,55.731793999999994,1,0
924,37.589311,55.734272999999995,-1,0
926,37.566431,55.731793999999994,-1,0
927,37.589311,55.734272999999995,1,0
928,37.566431,55.731793999999994,1,0
930,37.589311,55.734272999999995,1,0
931,37.566431,55.731793999999994,1,0
933,37.589311,55.734272999999995,-1,0
935,37.566431,55.731793999999994,-1,0
937,37.601978,55.760940000000005,-1,0
938,37.589311,55.734272999999995,-1,0
940,37.566431,55.731793999999994,-1,0
941,37.589311,55.734272999999995,1,0
942,37.566431,55.731793999999994,1,0
944,37.589311,55.734272999999995,-1,0
946,37.566431,55.731793999999994,-1,0
947,37.589311,55.734272999999995,-1,0
949,37.566431,55.731793999999994,-1,0
950,37.589311,55.734272999999995,-1,0
952,37.566431,55.731793999999994,-1,0
953,37.589311,55.734272999999995,-1,0
955,37.566431,55.731793999999994,-1,0
956,37.589311,55.734272999999995,1,0
958,37.566431,55.731793999999994,1,0
959,37.589311,55.734272999999995,-1,0
961,37.566431,55.731793999999994,-1,0
962,37.589311,55.734272999999995,-1,0
964,37.566431,55.731793999999994,-1,0
965,37.589311,55.734272999999995,-1,0
967,37.566431,55.731793999999994,-1,0
968,37.589311,55.734272999999995,-1,0
970,37.566431,55.731793999999994,-1,0
971,37.586597999999995,55.741865000000004,1,0
972,37.673286,55.780765,-1,1
975,37.599094,55.764171,-1,0
978,37.590973,55.75953199999999,-1,0
979,37.590973,55.75953199999999,-1,0
980,37.589311,55.734272999999995,-1,0
982,37.566431,55.731793999999994,-1,0
983,37.589311,55.734272999999995,-1,0
985,37.566431,55.731793999999994,-1,0
986,37.589311,55.734272999999995,1,0
988,37.566431,55.731793999999994,1,0
989,37.589311,55.734272999999995,1,0
991,37.566431,55.731793999999994,1,0
992,37.589311,55.734272999999995,1,0
994,37.566431,55.731793999999994,1,0
995,37.589311,55.734272999999995,1,0
997,37.566431,55.731793999999994,1,0
998,37.589311,55.734272999999995,1,0
1000,37.566431,55.731793999999994,1,0
1001,37.589311,55.734272999999995,1,0
1003,37.566431,55.731793999999994,1,0
1004,37.589311,55.734272999999995,-1,0
1006,37.566431,55.731793999999994,-1,0
1007,37.589311,55.734272999999995,-1,0
1009,37.566431,55.731793999999994,-1,0
1010,37.589311,55.734272999999995,1,0
1012,37.566431,55.731793999999994,1,0
1013,37.566431,55.731793999999994,1,0
1014,37.589311,55.734272999999995,1,0
1016,37.589311,55.734272999999995,-1,0
1018,37.566431,55.731793999999994,-1,0
1019,37.566431,55.731793999999994,1,0
1020,37.589311,55.734272999999995,1,0
1022,37.589311,55.734272999999995,1,0
1024,37.566431,55.731793999999994,1,0
1025,37.648590999999996,55.741237,-1,1
1026,37.645627000000005,55.744191,-1,1
1027,37.648097,55.743178,-1,1
1028,37.646687,55.742012,-1,1
1029,37.643507,55.744144999999996,-1,1
1030,37.649894,55.739235,-1,1
1031,37.648573,55.744029000000005,-1,1
1032,37.650711,55.741262,-1,1
1033,37.649165999999994,55.74187,-1,1
1034,37.557745000000004,55.730674,-1,0
1036,37.560538,55.732261,-1,0
1037,37.590973,55.75953199999999,-1,0
1038,37.589311,55.734272999999995,-1,0
1040,37.566431,55.731793999999994,-1,0
1041,37.589311,55.734272999999995,-1,0
1043,37.566431,55.731793999999994,-1,0
1044,37.590973,55.75953199999999,-1,0
1045,37.590973,55.75953199999999,-1,0
